C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_36_745.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_36_745.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_36_745.jpg, 0, 0, 0, 0.5845051
C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_37_159.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_37_159.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_37_159.jpg, 0, 0, 0, 0.5650077
C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_37_409.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_37_409.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_37_409.jpg, 0, 0, 0, 0.5519807
C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_37_636.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_37_636.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_37_636.jpg, 0, 0, 0, 0.5387814
C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_37_866.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_37_866.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_37_866.jpg, 0, 0, 0, 0.5269593
C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_38_122.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_38_122.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_38_122.jpg, 0, 0, 0, 0.5133218
C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_38_470.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_38_470.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_38_470.jpg, 0, 0, 0, 0.4960187
C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_38_720.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_38_720.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_38_720.jpg, 0, 0, 0, 0.484157
C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_39_057.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_39_057.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_39_057.jpg, 0, 0, 0, 0.4678367
C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_39_279.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_39_279.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_39_279.jpg, 0, 0, 0, 0.4575708
C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_39_509.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_39_509.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_39_509.jpg, 0, 0.6896766, 0, 2.382848
C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_39_798.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_39_798.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_39_798.jpg, 0, 1, 0, 5.663168
C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_40_039.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_40_039.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_40_039.jpg, -0.7230361, 1, 0, 8.145734
C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_40_334.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_40_334.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_40_334.jpg, 0, 1, 0, 11.38449
C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_40_625.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_40_625.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_40_625.jpg, -0.7210623, 0.2789377, 0, 11.67358
C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_40_864.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_40_864.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_40_864.jpg, -0.006545126, 0, 0, 11.17881
C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_41_076.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_41_076.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_41_076.jpg, 0, 0, 0, 10.88982
C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_41_389.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_41_389.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_41_389.jpg, -0.939573, 0, 0, 9.82324
C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_41_702.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_41_702.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_41_702.jpg, 0, 0, 0, 9.325006
C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_41_932.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_41_932.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_41_932.jpg, 0, 0, 0, 9.095734
C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_42_168.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_42_168.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_42_168.jpg, 0, 0.7093716, 0, 10.86581
C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\center_2020_03_20_21_50_42_373.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\left_2020_03_20_21_50_42_373.jpg, C:\Users\omere\Desktop\Image Processing\simulator-windows-64\IMG\right_2020_03_20_21_50_42_373.jpg, 0.6142644, 0.0951072, 0, 10.64002
